area_type,availability,location,total_sqft,bath,balcony,price,BHK,price_per_sqft,sqft_per_bhk
Super built-up  Area,Ready To Move,Subramanyapura,1278.0,3.0,2.0,62.71,3,4906.886,426.0
Super built-up  Area,Ready To Move,Hormavu,1065.0,2.0,1.0,50.92,2,4781.221,532.5
Super built-up  Area,Ready To Move,Whitefield,1190.0,2.0,1.0,64.0,2,5378.151,595.0
Super built-up  Area,22-Jun,Koramangala,1130.0,2.0,2.0,63.0,2,5575.221,565.0
Super built-up  Area,18-Apr,Banashankari,1430.0,2.0,2.0,87.8,2,6139.86,715.0
Built-up  Area,Ready To Move,HRBR Layout,1900.0,3.0,1.0,90.0,4,4736.842,475.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1104.0,2.0,1.0,34.22,2,3099.638,552.0
Super built-up  Area,Ready To Move,Begur Road,1240.0,2.0,2.0,45.88,2,3700.0,620.0
Built-up  Area,Ready To Move,Choodasandra,1140.0,2.0,2.0,62.0,2,5438.596,570.0
Super built-up  Area,Ready To Move,Sarjapur,3508.0,6.0,2.0,425.0,4,12115.165,877.0
Super built-up  Area,Ready To Move,KR Puram,1700.0,3.0,3.0,105.0,3,6176.471,566.667
Super built-up  Area,18-Dec,Old Airport Road,2658.0,5.0,3.0,189.0,4,7110.609,664.5
Super built-up  Area,Ready To Move,Canara Bank Colony,1600.0,2.0,1.0,90.0,3,5625.0,533.333
Super built-up  Area,Ready To Move,OMBR Layout,3400.0,4.0,2.0,275.0,4,8088.235,850.0
Super built-up  Area,18-Apr,Reliaable Tranquil Layout,1508.0,3.0,1.0,75.0,3,4973.475,502.667
Built-up  Area,18-Jan,Balagere,645.0,1.0,1.0,41.0,1,6356.589,645.0
Super built-up  Area,Ready To Move,Hormavu,1046.0,2.0,1.0,60.0,2,5736.138,523.0
Plot  Area,Ready To Move,Munnekollal,1200.0,8.0,3.0,230.0,10,19166.667,120.0
Built-up  Area,Ready To Move,5th Block Jayanagar,1500.0,1.0,1.0,300.0,1,20000.0,1500.0
Built-up  Area,Ready To Move,Mahalakshmi Puram,3000.0,6.0,3.0,300.0,6,10000.0,500.0
Super built-up  Area,18-May,Hosa Road,1079.0,2.0,1.0,32.37,2,3000.0,539.5
Super built-up  Area,Ready To Move,Thubarahalli,975.0,2.0,1.0,50.0,2,5128.205,487.5
Built-up  Area,Ready To Move,ISRO Layout,1050.0,2.0,1.0,51.0,2,4857.143,525.0
Plot  Area,Ready To Move,HSR Layout,1200.0,9.0,0.0,350.0,9,29166.667,133.333
Super built-up  Area,Ready To Move,"Jayanagar, ",1903.0,3.0,2.0,165.0,3,8670.52,634.333
Built-up  Area,Ready To Move,Bommenahalli,1280.0,3.0,1.0,232.0,3,18125.0,426.667
Super built-up  Area,Ready To Move,Asthagrama Layout,1200.0,2.0,2.0,38.0,2,3166.667,600.0
Super built-up  Area,Ready To Move,Avalahalli,2996.0,4.0,3.0,200.0,4,6675.567,749.0
Built-up  Area,Ready To Move,Manayata Tech Park,3400.0,4.0,2.0,200.0,4,5882.353,850.0
Plot  Area,Ready To Move,Whitefield,2000.0,4.0,1.0,312.0,4,15600.0,500.0
Plot  Area,Ready To Move,Jigani,1453.0,4.0,1.0,160.0,4,11011.7,363.25
Super built-up  Area,Ready To Move,Parappana Agrahara,1092.0,2.0,2.0,43.0,2,3937.729,546.0
Super built-up  Area,Ready To Move,Hormavu,1400.0,2.0,0.0,75.0,2,5357.143,700.0
Super built-up  Area,Ready To Move,Bommanahalli,1416.0,2.0,1.0,85.0,3,6002.825,472.0
Built-up  Area,Ready To Move,ITI Layout,1602.0,2.0,1.0,75.0,3,4681.648,534.0
Super built-up  Area,Ready To Move,Electronic City,1100.0,2.0,1.0,41.0,2,3727.273,550.0
Super built-up  Area,Ready To Move,Kothanur,1760.0,3.0,2.0,110.0,3,6250.0,586.667
Super built-up  Area,Ready To Move,Marathahalli,3800.0,4.0,3.0,235.0,4,6184.211,950.0
Super built-up  Area,Ready To Move,Vasanthapura,1037.0,2.0,1.0,36.28,2,3498.554,518.5
Super built-up  Area,Ready To Move,Yeshwanthpur,1384.0,2.0,2.0,76.18,3,5504.335,461.333
Super built-up  Area,22-Jan,Vajarahalli,551.0,1.0,1.0,30.0,1,5444.646,551.0
Plot  Area,Ready To Move,Indira Nagar,2400.0,5.0,2.0,1250.0,4,52083.333,600.0
Plot  Area,Ready To Move,7th Phase JP Nagar,500.0,1.0,0.0,70.0,1,14000.0,500.0
Super built-up  Area,18-Apr,Sarjapur,900.0,2.0,2.0,27.98,2,3108.889,450.0
Plot  Area,Ready To Move,Anandapura,1415.0,2.0,1.0,74.0,3,5229.682,471.667
Super built-up  Area,18-Mar,Rajarajesheari nagar,1400.0,2.0,1.0,44.8,2,3200.0,700.0
Plot  Area,Ready To Move,Devara Jeevanahalli,1300.0,4.0,1.0,52.0,7,4000.0,185.714
Built-up  Area,Ready To Move,Millers Road,2850.0,4.0,3.0,460.0,3,16140.351,950.0
Built-up  Area,Ready To Move,Kudlu,1030.0,2.0,2.0,75.0,2,7281.553,515.0
Built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,39.0,2,4416.761,441.5
Super built-up  Area,Ready To Move,Celebrity Paradise Layout,550.0,1.0,1.0,16.0,1,2909.091,550.0
Super built-up  Area,Ready To Move,Anjanapura,1800.0,4.0,2.0,55.0,4,3055.556,450.0
Plot  Area,Ready To Move,Yemlur,10000.0,5.0,2.0,1950.0,5,19500.0,2000.0
Super built-up  Area,Ready To Move,Old Madras Road,1210.0,2.0,1.0,77.0,2,6363.636,605.0
Plot  Area,Ready To Move,Vishveshwarya Layout,2000.0,3.0,0.0,90.0,4,4500.0,500.0
Super built-up  Area,21-Oct,Kanakpura Road,1100.0,3.0,1.0,58.0,3,5272.727,366.667
Super built-up  Area,Ready To Move,Lavakusha Nagar,1780.0,3.0,1.0,100.0,3,5617.978,593.333
Plot  Area,Ready To Move,2nd Block Hbr Layout,950.0,5.0,2.0,55.0,5,5789.474,190.0
Built-up  Area,Ready To Move,Panathur,1050.0,2.0,2.0,60.0,2,5714.286,525.0
Super built-up  Area,Ready To Move,Hosur Road,1370.0,3.0,3.0,38.36,3,2800.0,456.667
Super built-up  Area,Ready To Move,Marathahalli,3951.0,4.0,3.0,230.0,4,5821.311,987.75
Super built-up  Area,Ready To Move,Bellandur,2500.0,4.0,2.0,112.0,3,4480.0,833.333
Built-up  Area,Ready To Move,Sri Venkateshpura Layout,1050.0,2.0,1.0,49.5,2,4714.286,525.0
Super built-up  Area,Ready To Move,Anjanapura,1843.0,3.0,1.0,87.54,3,4749.864,614.333
Plot  Area,Ready To Move,3rd Block Banashankari,1200.0,4.0,1.0,175.0,4,14583.333,300.0
Super built-up  Area,Ready To Move,Somasundara Palya,1186.0,2.0,1.0,76.0,2,6408.094,593.0
Super built-up  Area,18-Aug,Haralur Road,560.0,1.0,1.0,45.0,1,8035.714,560.0
Plot  Area,Ready To Move,Mahalakshmi Layout,1200.0,3.0,1.0,160.0,4,13333.333,300.0
Super built-up  Area,20-Jan,Yelahanka,1823.0,3.0,2.0,103.0,3,5650.027,607.667
Built-up  Area,Ready To Move,Rajasree Layout,1310.0,3.0,3.0,90.0,3,6870.229,436.667
Super built-up  Area,Ready To Move,Varthur,1520.0,2.0,2.0,60.0,3,3947.368,506.667
Super built-up  Area,18-Jul,Bhoganhalli,1610.0,3.0,1.0,74.03,3,4598.137,536.667
Plot  Area,18-Aug,Whitefield,1500.0,3.0,1.0,78.57,3,5238.0,500.0
Super built-up  Area,Ready To Move,LB Shastri Nagar,1400.0,2.0,2.0,80.0,3,5714.286,466.667
Super built-up  Area,Ready To Move,HRBR Layout,1625.0,3.0,2.0,120.0,3,7384.615,541.667
Plot  Area,Ready To Move,Chikkalasandra,1500.0,5.0,3.0,265.0,5,17666.667,300.0
Built-up  Area,Ready To Move,Hessarghatta,900.0,2.0,1.0,24.0,2,2666.667,450.0
Built-up  Area,Ready To Move,Talaghattapura,1100.0,2.0,0.0,32.0,2,2909.091,550.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1000.0,2.0,1.0,50.0,2,5000.0,500.0
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,197.0,4,7101.658,693.5
Super built-up  Area,Ready To Move,Yeshwanthpur,994.0,2.0,0.0,54.67,1,5500.0,994.0
Super built-up  Area,Ready To Move,Kaggadasapura,1455.0,3.0,3.0,75.0,3,5154.639,485.0
Plot  Area,Ready To Move,Chandapura,1200.0,3.0,1.0,79.0,5,6583.333,240.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,1172.0,2.0,1.0,75.0,2,6399.317,586.0
Super built-up  Area,Ready To Move,Hennur,1935.0,3.0,2.0,102.0,3,5271.318,645.0
Super built-up  Area,Ready To Move,Rachenahalli,1856.0,3.0,3.0,106.0,3,5711.207,618.667
Super built-up  Area,Ready To Move,Old Airport Road,2392.0,3.0,2.0,249.0,3,10409.699,797.333
Super built-up  Area,Ready To Move,Uttarahalli,900.0,2.0,2.0,35.0,2,3888.889,450.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1757.0,3.0,3.0,98.0,3,5577.689,585.667
Super built-up  Area,Ready To Move,Kudlu,1027.0,2.0,2.0,44.0,2,4284.323,513.5
Super built-up  Area,Ready To Move,Whitefield,1626.0,3.0,3.0,85.0,3,5227.552,542.0
Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,1200.0,2.0,1.0,54.0,2,4500.0,600.0
Super built-up  Area,19-Dec,Hoodi,1559.0,3.0,1.0,81.55,3,5230.917,519.667
Super built-up  Area,Ready To Move,Amruthahalli,1190.0,2.0,2.0,50.0,2,4201.681,595.0
Super built-up  Area,Ready To Move,KR Puram,1200.0,2.0,1.0,72.0,2,6000.0,600.0
Super built-up  Area,Ready To Move,Harlur,1174.0,2.0,1.0,74.0,2,6303.237,587.0
Built-up  Area,Ready To Move,Kanakpura Road,1140.0,2.0,1.0,65.0,2,5701.754,570.0
Built-up  Area,Ready To Move,Vibuthipura,1603.0,2.0,0.0,125.0,3,7797.879,534.333
Super built-up  Area,Ready To Move,Subramanyapura,1278.0,3.0,2.0,70.0,3,5477.308,426.0
Super built-up  Area,Ready To Move,Krishna Reddy Layout,2180.0,3.0,2.0,285.0,3,13073.394,726.667
Super built-up  Area,Ready To Move,Banashankari Stage III,1085.0,2.0,1.0,50.0,2,4608.295,542.5
Super built-up  Area,19-Jun,Whitefield,1195.0,2.0,1.0,61.36,2,5134.728,597.5
Plot  Area,Ready To Move,Kamakshipalya,450.0,1.0,0.0,30.0,1,6666.667,450.0
Super built-up  Area,19-Jan,Rajaji Nagar,6500.0,5.0,2.0,1400.0,4,21538.462,1625.0
Super built-up  Area,Ready To Move,Attibele,550.0,1.0,1.0,11.5,1,2090.909,550.0
Super built-up  Area,Ready To Move,Kenchenahalli,1165.0,2.0,2.0,45.0,2,3862.661,582.5
Super built-up  Area,Ready To Move,1st Stage Indira Nagar,3000.0,4.0,2.0,301.0,4,10033.333,750.0
Super built-up  Area,Ready To Move,Kanakpura Road,1452.0,3.0,3.0,60.0,3,4132.231,484.0
Super built-up  Area,18-Jan,Sarjapur  Road,702.0,1.0,1.0,52.0,1,7407.407,702.0
Super built-up  Area,Ready To Move,Banashankari,1020.0,2.0,1.0,42.83,2,4199.02,510.0
Super built-up  Area,18-May,Devanahalli,1340.0,2.0,1.0,65.0,2,4850.746,670.0
Super built-up  Area,18-Apr,Marathahalli,1125.0,2.0,1.0,54.8,2,4871.111,562.5
Super built-up  Area,Ready To Move,JCR Layout,1160.0,2.0,1.0,40.53,2,3493.966,580.0
Built-up  Area,Ready To Move,Vidyaranyapura,1050.0,2.0,1.0,50.0,2,4761.905,525.0
Super built-up  Area,19-Dec,JP Nagar,1960.0,3.0,1.0,138.0,3,7040.816,653.333
Built-up  Area,Ready To Move,Ganga Nagar,1200.0,3.0,2.0,52.0,2,4333.333,600.0
Plot  Area,Ready To Move,Judicial Layout,1200.0,4.0,1.0,220.0,3,18333.333,400.0
Super built-up  Area,18-Dec,Old Airport Road,3496.0,4.0,2.0,262.0,4,7494.279,874.0
Super built-up  Area,Ready To Move,Electronic City,975.0,2.0,1.0,32.0,2,3282.051,487.5
Super built-up  Area,Ready To Move,Kudlu,1700.0,3.0,3.0,125.0,3,7352.941,566.667
Built-up  Area,Ready To Move,8th Phase JP Nagar,1800.0,4.0,0.0,230.0,4,12777.778,450.0
Plot  Area,Ready To Move,Madavara,612.0,3.0,0.0,47.0,4,7679.739,153.0
Built-up  Area,Ready To Move,Brooke Bond First Cross,1275.0,2.0,3.0,69.0,2,5411.765,637.5
Built-up  Area,Ready To Move,Yeshwanthpur,650.0,1.0,0.0,40.0,1,6153.846,650.0
Super built-up  Area,Ready To Move,Kasavanhalli,1495.0,2.0,2.0,110.0,2,7357.86,747.5
Super built-up  Area,Ready To Move,Hebbal,1200.0,2.0,2.0,48.0,2,4000.0,600.0
Plot  Area,Ready To Move,Sarjapura - Attibele Road,3750.0,6.0,2.0,295.0,5,7866.667,750.0
Super built-up  Area,19-Mar,Hennur Road,1679.0,3.0,2.0,94.86,3,5649.792,559.667
Super built-up  Area,Ready To Move,Kaval Byrasandra,1450.0,3.0,2.0,75.0,3,5172.414,483.333
Super built-up  Area,18-Nov,Balagere,1210.0,2.0,1.0,82.0,2,6776.86,605.0
Super built-up  Area,18-May,Dwaraka Nagar,1300.0,2.0,1.0,51.0,3,3923.077,433.333
Super built-up  Area,Ready To Move,Judicial Layout,1165.0,2.0,1.0,49.61,2,4258.369,582.5
Super built-up  Area,Ready To Move,Keshava Nagar,1623.0,3.0,3.0,155.0,3,9550.216,541.0
Super built-up  Area,Ready To Move,Channasandra,1115.0,2.0,1.0,35.8,2,3210.762,557.5
Super built-up  Area,Ready To Move,BTM Layout,450.0,1.0,1.0,20.0,1,4444.444,450.0
Super built-up  Area,18-Apr,Electronics City Phase 1,1170.0,2.0,1.0,62.0,2,5299.145,585.0
Built-up  Area,Ready To Move,KR Puram,2065.0,4.0,0.0,248.0,4,12009.685,516.25
Built-up  Area,Ready To Move,Marathahalli,1700.0,3.0,2.0,126.0,3,7411.765,566.667
Plot  Area,Ready To Move,Uttarahalli,1080.0,5.0,2.0,160.0,6,14814.815,180.0
Super built-up  Area,Ready To Move,Malleshpalya,1245.0,2.0,1.0,55.0,2,4417.671,622.5
Built-up  Area,19-Dec,Kanakapura,1017.0,2.0,1.0,66.0,2,6489.676,508.5
Plot  Area,Ready To Move,7th Phase JP Nagar,650.0,6.0,2.0,80.0,6,12307.692,108.333
Super built-up  Area,18-Mar,Sarjapur  Road,1242.0,2.0,1.0,75.0,2,6038.647,621.0
Super built-up  Area,18-Mar,Yelahanka,1792.0,3.0,1.0,104.0,3,5803.571,597.333
Super built-up  Area,18-Aug,Garebhavipalya,1275.0,3.0,2.0,55.0,3,4313.725,425.0
Plot  Area,Ready To Move,8th Phase JP Nagar,1200.0,6.0,1.0,260.0,6,21666.667,200.0
Plot  Area,Ready To Move,7th Block Jayanagar,2400.0,3.0,0.0,408.0,3,17000.0,800.0
Super built-up  Area,Ready To Move,Electronic City,605.0,1.0,1.0,22.0,1,3636.364,605.0
Plot  Area,Ready To Move,HBR Layout,1200.0,4.0,2.0,115.0,4,9583.333,300.0
Super built-up  Area,18-Dec,Electronics City Phase 1,1450.0,3.0,2.0,79.0,3,5448.276,483.333
Plot  Area,Ready To Move,Bommenahalli,1232.0,3.0,1.0,96.0,3,7792.208,410.667
Plot  Area,Ready To Move,Laggere,1800.0,5.0,0.0,70.0,5,3888.889,360.0
Built-up  Area,Ready To Move,Sidedahalli,900.0,1.0,1.0,52.3,1,5811.111,900.0
Super built-up  Area,Ready To Move,Kaggadasapura,1200.0,2.0,2.0,40.0,2,3333.333,600.0
Super built-up  Area,Ready To Move,Kadugodi,2100.0,3.0,2.0,204.0,4,9714.286,525.0
Super built-up  Area,18-Aug,Uttarahalli,1065.0,2.0,1.0,42.6,2,4000.0,532.5
Super built-up  Area,Ready To Move,AGS Layout,1075.0,2.0,1.0,48.38,2,4500.465,537.5
Plot  Area,Ready To Move,Anand Nagar,1508.0,5.0,2.0,240.0,6,15915.119,251.333
Super built-up  Area,Ready To Move,Lake City,780.0,2.0,1.0,31.0,2,3974.359,390.0
Super built-up  Area,18-Oct,Ramagondanahalli,1910.0,3.0,2.0,150.0,3,7853.403,636.667
Built-up  Area,Ready To Move,Cox Town,1280.0,2.0,1.0,120.0,2,9375.0,640.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1530.0,3.0,2.0,64.0,3,4183.007,510.0
Built-up  Area,Ready To Move,Bhoganhalli,2439.0,5.0,2.0,170.0,4,6970.07,609.75
Super built-up  Area,Ready To Move,Varsova Layout,1088.0,2.0,2.0,43.5,2,3998.162,544.0
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,1587.0,3.0,1.0,73.8,3,4650.284,529.0
Built-up  Area,Ready To Move,Kaggadasapura,1045.0,2.0,2.0,55.0,2,5263.158,522.5
Super built-up  Area,Ready To Move,Yelahanka,1304.0,2.0,1.0,69.97,2,5365.798,652.0
Super built-up  Area,Ready To Move,Whitefield,1100.0,2.0,2.0,65.0,2,5909.091,550.0
Super built-up  Area,18-May,Hennur Road,1482.0,2.0,1.0,68.9,3,4649.123,494.0
Built-up  Area,18-Mar,Devanahalli,2125.0,3.0,1.0,107.0,3,5035.294,708.333
Super built-up  Area,Ready To Move,Varthur,1000.0,4.0,0.0,65.0,5,6500.0,200.0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,45.0,2,3768.844,597.0
Super built-up  Area,Ready To Move,Kengeri,1200.0,2.0,3.0,42.0,2,3500.0,600.0
Super built-up  Area,Ready To Move,Volagerekallahalli,1070.0,2.0,2.0,32.99,2,3083.178,535.0
Super built-up  Area,Ready To Move,Whitefield,1100.0,2.0,1.0,46.5,2,4227.273,550.0
Built-up  Area,Ready To Move,Whitefield,1270.0,2.0,2.0,65.0,3,5118.11,423.333
Super built-up  Area,Ready To Move,Marasandra,1000.0,2.0,1.0,31.0,2,3100.0,500.0
Super built-up  Area,Ready To Move,Vittasandra,1246.0,2.0,1.0,69.0,2,5537.721,623.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1529.0,3.0,3.0,51.77,3,3385.873,509.667
Super built-up  Area,Ready To Move,Thanisandra,1185.0,2.0,2.0,42.0,2,3544.304,592.5
Super built-up  Area,Ready To Move,Gubbalala,1060.0,2.0,1.0,46.0,2,4339.623,530.0
Super built-up  Area,Ready To Move,Ananth Nagar,1319.0,3.0,1.0,37.75,3,2862.017,439.667
Super built-up  Area,Ready To Move,Kaikondrahalli,991.0,2.0,0.0,64.0,2,6458.123,495.5
Super built-up  Area,Ready To Move,Thanisandra,662.0,1.0,0.0,38.0,1,5740.181,662.0
Built-up  Area,Ready To Move,Nandini Layout,1200.0,2.0,1.0,110.0,2,9166.667,600.0
Plot  Area,18-Apr,tc.palya,1400.0,2.0,1.0,78.0,3,5571.429,466.667
Super built-up  Area,Ready To Move,Talaghattapura,1575.0,3.0,2.0,80.0,3,5079.365,525.0
Plot  Area,Ready To Move,Hosakerehalli,600.0,2.0,0.0,65.0,2,10833.333,300.0
Plot  Area,Ready To Move,Electronic City,717.0,5.0,1.0,78.0,5,10878.661,143.4
Super built-up  Area,Ready To Move,Ananth Nagar,1319.0,3.0,1.0,42.0,3,3184.23,439.667
Plot  Area,Ready To Move,Brookefield,2000.0,3.0,2.0,300.0,3,15000.0,666.667
Plot  Area,Ready To Move,9th Phase JP Nagar,600.0,3.0,2.0,85.0,3,14166.667,200.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,940.0,2.0,1.0,48.0,2,5106.383,470.0
Plot  Area,Ready To Move,Kodigehalli,500.0,1.0,0.0,55.0,2,11000.0,250.0
Super built-up  Area,Ready To Move,Bharathi Nagar,1349.0,2.0,2.0,56.7,2,4203.113,674.5
Built-up  Area,18-Jun,Whitefield,3117.0,3.0,2.0,261.0,3,8373.436,1039.0
Super built-up  Area,Ready To Move,HSR Layout,1844.0,3.0,3.0,95.0,3,5151.844,614.667
Super built-up  Area,Ready To Move,Sarjapur  Road,2275.0,4.0,2.0,185.0,3,8131.868,758.333
Super built-up  Area,18-Jul,Bannerghatta,2895.5,2.0,2.0,246.0,4,8495.942,723.875
Super built-up  Area,18-Aug,Varthur Road,1140.0,2.0,2.0,49.11,2,4307.895,570.0
Plot  Area,Ready To Move,Banjara Layout,900.0,3.0,1.0,79.0,3,8777.778,300.0
Super built-up  Area,Ready To Move,Jaya Mahal layout,2648.0,3.0,3.0,238.0,3,8987.915,882.667
Plot  Area,Ready To Move,Judicial Layout,5400.0,4.0,2.0,700.0,5,12962.963,1080.0
Super built-up  Area,Ready To Move,Banashankari,1372.0,2.0,2.0,48.02,3,3500.0,457.333
Built-up  Area,Ready To Move,Sanne Amanikere,1455.0,2.0,1.0,45.0,3,3092.784,485.0
Super built-up  Area,Ready To Move,Hebbal,1100.0,2.0,2.0,38.0,2,3454.545,550.0
Super built-up  Area,22-Jan,Vajarahalli,1475.0,3.0,1.0,80.0,3,5423.729,491.667
Super built-up  Area,18-Apr,Nagavarapalya,1788.0,3.0,1.0,164.0,3,9172.26,596.0
Super built-up  Area,18-Aug,Kudlu Gate,1850.0,3.0,2.0,120.0,3,6486.486,616.667
Super built-up  Area,Ready To Move,Marathahalli,1315.0,2.0,2.0,60.0,3,4562.738,438.333
Super built-up  Area,Ready To Move,Brooke Bond First Cross,1721.0,3.0,2.0,93.0,3,5403.835,573.667
Super built-up  Area,17-Nov,Sonnenahalli,1059.0,2.0,1.0,62.0,2,5854.58,529.5
Built-up  Area,Ready To Move,Kadubeesanahalli,1184.0,2.0,1.0,55.0,2,4645.27,592.0
Plot  Area,Ready To Move,Yelahanka,1400.0,5.0,2.0,175.0,7,12500.0,200.0
Super built-up  Area,Ready To Move,Koramangala,2223.0,3.0,2.0,300.0,3,13495.277,741.0
Built-up  Area,Ready To Move,Kodbisanhalli,1480.0,3.0,2.0,75.0,3,5067.568,493.333
Super built-up  Area,Ready To Move,Kodigehalli,635.0,1.0,1.0,28.0,2,4409.449,317.5
Plot  Area,Ready To Move,BEML Layout,2400.0,2.0,1.0,228.0,2,9500.0,1200.0
Built-up  Area,Ready To Move,JP Nagar,1500.0,2.0,0.0,87.0,4,5800.0,375.0
Super built-up  Area,18-May,Hosa Road,1143.0,2.0,1.0,34.2,2,2992.126,571.5
Plot  Area,Ready To Move,Sarjapur  Road,3200.0,4.0,1.0,350.0,4,10937.5,800.0
Plot  Area,20-Jul,Kanakpura Road,3170.0,4.0,3.0,250.0,4,7886.435,792.5
Built-up  Area,Ready To Move,Vaishnavi Layout,4800.0,4.0,3.0,420.0,4,8750.0,1200.0
Super built-up  Area,Ready To Move,Kothannur,1485.0,2.0,2.0,59.4,3,4000.0,495.0
Super built-up  Area,Ready To Move,Rajaji Nagar,1640.0,3.0,2.0,251.0,3,15304.878,546.667
Super built-up  Area,Ready To Move,Hennur,1655.0,2.0,1.0,70.5,3,4259.819,551.667
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,900.0,2.0,2.0,41.0,2,4555.556,450.0
Built-up  Area,Ready To Move,Neelamangala,1163.0,2.0,2.0,68.0,2,5846.948,581.5
Carpet  Area,Ready To Move,Yelahanka New Town,1280.0,2.0,1.0,18.0,1,1406.25,1280.0
Super built-up  Area,Ready To Move,Hennur Road,1654.0,3.0,2.0,97.8,3,5912.938,551.333
Super built-up  Area,18-Apr,Pragathi Nagar,801.0,1.0,0.0,33.645,1,4200.375,801.0
Built-up  Area,Ready To Move,Ngef Layout,2100.0,3.0,1.0,1000.0,4,47619.048,525.0
Super built-up  Area,18-Jan,Bellandur,1685.0,3.0,3.0,101.0,3,5994.065,561.667
Built-up  Area,Ready To Move,Banashankari,1540.0,3.0,3.0,80.0,3,5194.805,513.333
Super built-up  Area,18-Jan,Thanisandra,1265.0,2.0,1.0,72.0,2,5691.7,632.5
Super built-up  Area,Ready To Move,Kasavanhalli,1200.0,2.0,3.0,38.4,3,3200.0,400.0
Built-up  Area,Ready To Move,Amblipura,1300.0,2.0,1.0,80.0,3,6153.846,433.333
Super built-up  Area,Ready To Move,Sultan Palaya,1009.0,2.0,1.0,65.0,2,6442.022,504.5
Super built-up  Area,Ready To Move,Ramamurthy Nagar Extension,1540.0,3.0,2.0,65.0,3,4220.779,513.333
Built-up  Area,Ready To Move,Bellandur,1735.0,3.0,3.0,105.0,3,6051.873,578.333
Plot  Area,Ready To Move,HSR Layout,2500.0,4.0,3.0,300.0,4,12000.0,625.0
Super built-up  Area,Ready To Move,Marsur,497.0,1.0,1.0,20.0,2,4024.145,248.5
Super built-up  Area,Ready To Move,Hosakerehalli,2480.0,4.0,1.0,265.0,3,10685.484,826.667
Built-up  Area,Ready To Move,Electronic City,1142.0,2.0,0.0,35.0,2,3064.799,571.0
Super built-up  Area,18-May,Doctors Layout,1215.0,2.0,2.0,46.8,3,3851.852,405.0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,48.0,2,4485.981,535.0
Super built-up  Area,18-May,Electronic City Phase II,1125.0,2.0,1.0,32.49,2,2888.0,562.5
Built-up  Area,18-Jul,Bommasandra Industrial Area,1125.0,2.0,1.0,32.49,2,2888.0,562.5
Super built-up  Area,Ready To Move,Kasavanhalli,1575.0,2.0,3.0,85.0,2,5396.825,787.5
Super built-up  Area,18-Dec,Hosa Road,1360.0,2.0,1.0,77.61,2,5706.618,680.0
Super built-up  Area,Ready To Move,Haralur Road,1710.0,3.0,2.0,85.0,3,4970.76,570.0
Super built-up  Area,18-May,Electronic City Phase II,1200.0,2.0,1.0,34.65,2,2887.5,600.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2185.0,3.0,3.0,120.0,4,5491.991,546.25
Built-up  Area,Ready To Move,Bagalur,2400.0,4.0,3.0,135.0,4,5625.0,600.0
Super built-up  Area,Ready To Move,Banashankari,1195.0,2.0,1.0,35.84,2,2999.163,597.5
Super built-up  Area,Ready To Move,Bannerghatta Road,1012.0,2.0,1.0,45.0,2,4446.64,506.0
Super built-up  Area,Ready To Move,Ganga Nagar,998.0,2.0,2.0,65.0,2,6513.026,499.0
Plot  Area,Ready To Move,Doddaballapur,2400.0,3.0,1.0,250.0,3,10416.667,800.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1130.0,2.0,2.0,85.0,2,7522.124,565.0
Super built-up  Area,Ready To Move,Koramangala,1744.0,4.0,1.0,210.0,3,12041.284,581.333
Super built-up  Area,18-Jul,Rajaji Nagar,2733.0,5.0,2.0,259.0,4,9476.765,683.25
Super built-up  Area,Ready To Move,Karuna Nagar,1354.0,2.0,1.0,98.0,3,7237.814,451.333
Plot  Area,Ready To Move,Maruthi Nagar,3300.0,9.0,2.0,450.0,10,13636.364,330.0
Super built-up  Area,Ready To Move,Brookefield,1389.0,2.0,2.0,94.0,2,6767.459,694.5
Plot  Area,Ready To Move,Sarjapur,2970.0,3.0,3.0,130.0,4,4377.104,742.5
Super built-up  Area,Ready To Move,Cooke Town,2560.0,4.0,2.0,310.0,3,12109.375,853.333
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1172.0,2.0,2.0,75.0,2,6399.317,586.0
Plot  Area,Ready To Move,5th Block Jayanagar,500.0,2.0,1.0,75.0,3,15000.0,166.667
Super built-up  Area,Ready To Move,Kaggadasapura,1495.0,3.0,2.0,60.0,3,4013.378,498.333
Super built-up  Area,Ready To Move,Varthur,1738.0,2.0,1.0,57.35,2,3299.77,869.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,1315.0,2.0,2.0,50.0,2,3802.281,657.5
